DateTime (Hour),"Air temperature, Ta [°C]","Rainfall, P [mm]",Relative Humidity [%],"Wind Speed, Ws [m/s]",Solar radiation [W/m2],VPD [Kpa]
'04-May-2017 00:00:00',8.29,0.0,87.70,0.162,0.00,0.98
'04-May-2017 01:00:00',7.54,0.0,88.53,0.149,0.00,0.94
'04-May-2017 02:00:00',6.76,0.0,92.40,0.000,0.00,0.91
'04-May-2017 03:00:00',6.77,0.0,91.05,0.170,0.00,0.90
'04-May-2017 04:00:00',5.97,0.0,91.73,0.005,0.00,0.86
'04-May-2017 05:00:00',4.79,0.0,93.23,0.000,0.00,0.80
'04-May-2017 06:00:00',4.32,0.0,93.98,0.000,0.00,0.78
'04-May-2017 07:00:00',4.06,0.0,94.45,0.000,0.05,0.76
'04-May-2017 08:00:00',4.73,0.0,92.88,0.828,7.19,0.79
'04-May-2017 09:00:00',6.32,0.0,85.78,1.136,49.61,0.83
'04-May-2017 10:00:00',9.10,0.0,75.48,0.423,58.10,0.93
'04-May-2017 11:00:00',11.62,0.0,68.55,0.551,293.30,1.08
'04-May-2017 12:00:00',13.84,0.0,60.99,0.522,406.58,1.22
'04-May-2017 13:00:00',15.21,0.0,54.78,0.844,450.50,1.31
'04-May-2017 14:00:00',15.74,0.0,50.44,1.102,445.75,1.32
'04-May-2017 15:00:00',16.27,0.0,49.37,1.176,392.09,1.37
'04-May-2017 16:00:00',16.19,0.0,49.24,1.082,295.34,1.36
'04-May-2017 17:00:00',15.13,0.0,59.86,0.481,85.25,1.35
'04-May-2017 18:00:00',13.32,0.0,61.30,0.005,15.81,1.16
'04-May-2017 19:00:00',11.31,0.0,70.52,0.000,0.04,1.07
'04-May-2017 20:00:00',10.20,0.0,77.30,0.002,0.00,1.03
'04-May-2017 21:00:00',10.11,0.0,78.77,0.000,0.00,1.04
'04-May-2017 22:00:00',9.13,0.0,84.28,0.000,0.00,1.01
'04-May-2017 23:00:00',8.15,0.0,87.98,0.000,0.00,0.97
'05-May-2017 00:00:00',7.34,0.0,91.03,0.000,0.00,0.94
'05-May-2017 01:00:00',6.94,0.0,92.38,0.000,0.00,0.93
'05-May-2017 02:00:00',6.42,0.0,93.53,0.000,0.00,0.90
'05-May-2017 03:00:00',5.92,0.0,93.95,0.000,0.00,0.87
'05-May-2017 04:00:00',5.35,0.0,94.43,0.000,0.00,0.84
'05-May-2017 05:00:00',5.05,0.0,94.75,0.000,0.00,0.83
'05-May-2017 06:00:00',4.64,0.0,94.95,0.000,0.00,0.80
'05-May-2017 07:00:00',4.53,0.0,95.25,0.000,0.05,0.80
'05-May-2017 08:00:00',4.85,0.0,95.45,0.000,7.08,0.82
'05-May-2017 09:00:00',6.23,0.0,95.55,0.000,51.63,0.91
'05-May-2017 10:00:00',9.56,0.0,89.90,0.061,107.60,1.11
'05-May-2017 11:00:00',13.83,0.0,69.33,0.484,305.93,1.31
'05-May-2017 12:00:00',17.86,0.0,51.77,2.675,356.35,1.59
'05-May-2017 13:00:00',19.06,0.0,47.75,3.709,408.40,1.70
'05-May-2017 14:00:00',19.15,0.0,47.52,3.323,307.80,1.71
'05-May-2017 15:00:00',18.94,0.0,49.67,3.760,165.43,1.70
'05-May-2017 16:00:00',19.25,0.0,51.15,3.296,232.61,1.75
'05-May-2017 17:00:00',19.38,0.0,49.78,3.258,125.00,1.76
'05-May-2017 18:00:00',18.69,0.0,50.99,2.555,16.01,1.67
'05-May-2017 19:00:00',17.00,0.0,57.82,0.347,0.03,1.54
'05-May-2017 20:00:00',14.49,0.0,69.03,0.004,0.00,1.36
'05-May-2017 21:00:00',13.02,0.0,76.01,0.002,0.00,1.27
'05-May-2017 22:00:00',11.91,0.0,81.83,0.000,0.00,1.22
'05-May-2017 23:00:00',10.89,0.0,86.70,0.000,0.00,1.18
'06-May-2017 00:00:00',10.04,0.0,90.13,0.000,0.00,1.14
'06-May-2017 01:00:00',9.76,0.0,92.18,0.000,0.00,1.13
'06-May-2017 02:00:00',9.89,0.0,92.15,0.000,0.00,1.15
'06-May-2017 03:00:00',9.95,0.0,90.85,0.000,0.00,1.14
'06-May-2017 04:00:00',9.99,0.0,91.88,0.007,0.00,1.15
'06-May-2017 05:00:00',12.12,0.0,82.57,1.295,0.00,1.27
'06-May-2017 06:00:00',14.37,0.0,71.06,2.501,0.00,1.36
'06-May-2017 07:00:00',14.33,0.0,68.98,2.955,0.00,1.33
'06-May-2017 08:00:00',13.89,0.0,70.03,3.533,5.98,1.29
'06-May-2017 09:00:00',14.42,0.0,66.16,3.314,43.11,1.32
'06-May-2017 10:00:00',16.24,0.0,54.36,4.152,82.91,1.41
'06-May-2017 11:00:00',17.49,0.0,47.48,4.730,321.83,1.49
'06-May-2017 12:00:00',18.30,0.0,45.18,5.065,333.55,1.57
'06-May-2017 13:00:00',17.78,0.0,46.83,4.795,128.88,1.51
'06-May-2017 14:00:00',17.48,0.2,50.29,3.714,99.85,1.54
'06-May-2017 15:00:00',14.14,1.4,83.20,0.836,28.50,1.47
'06-May-2017 16:00:00',14.37,0.0,80.43,1.250,74.18,1.46
'06-May-2017 17:00:00',14.46,0.0,72.36,1.242,35.01,1.39
'06-May-2017 18:00:00',13.35,0.2,70.15,1.635,8.85,1.26
'06-May-2017 19:00:00',12.54,0.0,67.12,1.045,0.05,1.14
'06-May-2017 20:00:00',12.45,0.0,66.33,1.039,0.00,1.13
'06-May-2017 21:00:00',11.99,0.0,61.98,1.216,0.00,1.03
'06-May-2017 22:00:00',11.41,0.0,64.36,1.313,0.00,1.00
'06-May-2017 23:00:00',10.90,0.0,65.33,1.388,0.00,0.97
'07-May-2017 00:00:00',10.75,0.0,69.52,1.403,0.00,1.00
'07-May-2017 01:00:00',10.56,0.2,74.95,1.243,0.00,1.04
'07-May-2017 02:00:00',9.86,1.2,85.25,0.734,0.00,1.08
'07-May-2017 03:00:00',9.76,0.4,85.63,0.706,0.00,1.08
'07-May-2017 04:00:00',9.34,0.0,86.93,0.196,0.00,1.06
'07-May-2017 05:00:00',9.52,0.4,87.65,0.189,0.00,1.08
'07-May-2017 06:00:00',9.60,0.0,88.35,0.128,0.00,1.09
'07-May-2017 07:00:00',8.98,0.0,87.13,0.761,0.04,1.03
'07-May-2017 08:00:00',8.30,0.0,90.30,0.567,6.83,1.01
'07-May-2017 09:00:00',9.17,2.0,87.28,0.580,48.81,1.05
'07-May-2017 10:00:00',11.03,0.0,78.87,0.299,89.50,1.13
'07-May-2017 11:00:00',12.63,1.0,74.94,0.838,242.43,1.25
'07-May-2017 12:00:00',11.64,1.6,84.88,0.700,208.60,1.25
'07-May-2017 13:00:00',11.69,0.4,83.71,0.839,233.53,1.24
'07-May-2017 14:00:00',13.00,0.0,69.68,2.516,323.05,1.23
'07-May-2017 15:00:00',13.90,0.0,54.23,2.802,356.44,1.17
'07-May-2017 16:00:00',13.75,0.0,52.50,2.694,248.83,1.12
'07-May-2017 17:00:00',13.23,0.0,58.92,2.267,77.00,1.14
'07-May-2017 18:00:00',12.40,0.0,61.23,1.936,9.03,1.07
'07-May-2017 19:00:00',11.70,0.0,71.41,1.311,0.03,1.10
'07-May-2017 20:00:00',10.98,0.0,77.06,0.802,0.00,1.10
'07-May-2017 21:00:00',10.54,0.0,81.06,0.237,0.00,1.10
'07-May-2017 22:00:00',10.63,0.2,86.70,0.250,0.00,1.16
'07-May-2017 23:00:00',9.24,0.0,88.75,0.000,0.00,1.06
'08-May-2017 00:00:00',9.68,0.0,85.50,0.047,0.00,1.07
'08-May-2017 01:00:00',9.74,0.0,83.10,0.004,0.00,1.05
'08-May-2017 02:00:00',10.29,0.0,73.41,0.105,0.00,1.02
'08-May-2017 03:00:00',8.83,0.0,82.05,0.000,0.00,0.97
'08-May-2017 04:00:00',9.10,0.0,83.40,0.000,0.00,1.00
'08-May-2017 05:00:00',9.89,0.0,80.50,0.281,0.00,1.04
'08-May-2017 06:00:00',9.50,0.0,87.00,0.050,0.00,1.07
'08-May-2017 07:00:00',8.97,0.0,92.08,0.000,0.02,1.07
'08-May-2017 08:00:00',9.58,0.0,93.53,0.000,6.43,1.13
'08-May-2017 09:00:00',10.17,0.2,92.55,0.117,39.98,1.17
'08-May-2017 10:00:00',12.33,0.0,88.25,0.611,117.34,1.33
'08-May-2017 11:00:00',13.41,0.0,84.83,1.325,162.20,1.40
'08-May-2017 12:00:00',14.33,0.0,80.03,1.568,247.31,1.46
'08-May-2017 13:00:00',14.94,0.0,74.27,2.148,208.18,1.47
'08-May-2017 14:00:00',15.28,0.0,70.00,2.081,165.65,1.46
'08-May-2017 15:00:00',15.27,0.0,70.49,1.254,146.70,1.47
'08-May-2017 16:00:00',14.74,0.0,73.39,2.467,82.50,1.43
'08-May-2017 17:00:00',13.38,0.0,80.59,2.521,50.45,1.36
'08-May-2017 18:00:00',13.06,0.0,77.71,1.565,5.77,1.30
'08-May-2017 19:00:00',12.67,0.0,75.37,0.997,0.04,1.23
'08-May-2017 20:00:00',12.47,0.0,78.84,1.049,0.00,1.25
'08-May-2017 21:00:00',11.62,0.0,81.40,0.065,0.00,1.19
'08-May-2017 22:00:00',11.36,0.0,84.80,0.481,0.00,1.20
'08-May-2017 23:00:00',11.72,0.0,82.68,0.971,0.00,1.22
'09-May-2017 00:00:00',11.32,0.0,89.88,0.196,0.00,1.25
'09-May-2017 01:00:00',11.32,0.0,89.40,0.422,0.00,1.24
'09-May-2017 02:00:00',11.30,0.0,89.25,0.000,0.00,1.24
'09-May-2017 03:00:00',11.42,0.0,86.63,0.023,0.00,1.22
'09-May-2017 04:00:00',11.40,0.0,86.08,0.023,0.00,1.21
'09-May-2017 05:00:00',11.36,0.0,89.48,0.050,0.00,1.25
'09-May-2017 06:00:00',11.30,0.4,91.53,0.702,0.00,1.26
'09-May-2017 07:00:00',11.21,0.0,92.38,1.078,0.00,1.26
'09-May-2017 08:00:00',11.38,0.0,92.60,0.927,5.25,1.28
'09-May-2017 09:00:00',11.90,0.0,91.73,0.321,38.64,1.32
'09-May-2017 10:00:00',12.80,0.0,87.98,0.766,86.80,1.37
'09-May-2017 11:00:00',14.03,0.0,78.57,0.170,174.41,1.41
'09-May-2017 12:00:00',15.51,0.0,67.03,0.469,337.11,1.47
'09-May-2017 13:00:00',15.28,0.0,66.86,1.127,222.06,1.43
'09-May-2017 14:00:00',16.47,0.0,61.27,0.776,445.78,1.52
'09-May-2017 15:00:00',15.90,0.0,62.57,1.037,274.64,1.47
'09-May-2017 16:00:00',15.68,0.0,61.81,1.224,232.78,1.42
'09-May-2017 17:00:00',14.87,0.0,66.21,0.793,57.94,1.37
'09-May-2017 18:00:00',14.18,0.0,73.12,0.967,4.08,1.36
'09-May-2017 19:00:00',13.73,0.0,75.28,1.192,0.00,1.33
'09-May-2017 20:00:00',13.19,0.0,78.83,0.090,0.00,1.31
'09-May-2017 21:00:00',12.75,0.0,79.47,0.682,0.00,1.28
'09-May-2017 22:00:00',11.24,0.0,86.13,0.000,0.00,1.20
'09-May-2017 23:00:00',11.11,0.0,88.35,0.000,0.00,1.21
'10-May-2017 00:00:00',11.74,0.0,86.20,0.000,0.00,1.25
'10-May-2017 01:00:00',12.15,0.0,85.65,0.034,0.00,1.28
'10-May-2017 02:00:00',12.04,0.0,86.68,0.000,0.00,1.28
'10-May-2017 03:00:00',11.04,0.0,88.93,0.004,0.00,1.21
'10-May-2017 04:00:00',9.62,0.0,92.40,0.000,0.00,1.13
'10-May-2017 05:00:00',8.74,0.0,93.48,0.188,0.00,1.07
'10-May-2017 06:00:00',8.30,0.0,92.85,0.187,0.00,1.03
'10-May-2017 07:00:00',8.50,0.0,91.93,0.358,0.01,1.03
'10-May-2017 08:00:00',8.68,0.0,90.28,0.481,7.27,1.03
'10-May-2017 09:00:00',9.50,0.0,87.28,1.129,37.38,1.07
'10-May-2017 10:00:00',11.97,0.0,79.48,0.856,69.94,1.22
'10-May-2017 11:00:00',14.38,0.0,66.04,0.723,289.08,1.33
'10-May-2017 12:00:00',14.55,0.0,64.67,0.440,294.63,1.32
'10-May-2017 13:00:00',15.43,0.0,62.73,0.838,379.85,1.40
'10-May-2017 14:00:00',16.65,0.0,58.46,0.568,425.25,1.50
'10-May-2017 15:00:00',17.23,0.0,56.33,0.707,368.51,1.56
'10-May-2017 16:00:00',16.37,0.0,62.77,0.855,276.64,1.50
'10-May-2017 17:00:00',14.88,0.0,68.49,0.896,63.24,1.39
'10-May-2017 18:00:00',13.00,0.0,75.65,0.059,7.32,1.27
'10-May-2017 19:00:00',11.24,0.0,84.55,0.000,0.01,1.19
'10-May-2017 20:00:00',10.29,0.0,89.20,0.000,0.00,1.16
'10-May-2017 21:00:00',10.00,0.0,90.53,0.002,0.00,1.14
'10-May-2017 22:00:00',9.11,0.0,91.95,0.000,0.00,1.08
'10-May-2017 23:00:00',8.52,0.0,93.50,0.026,0.00,1.05
'11-May-2017 00:00:00',7.80,0.0,94.33,0.000,0.00,1.01
'11-May-2017 01:00:00',7.52,0.0,94.85,0.000,0.00,0.99
'11-May-2017 02:00:00',6.92,0.0,95.05,0.000,0.00,0.95
'11-May-2017 03:00:00',7.59,0.0,94.98,0.314,0.00,1.00
'11-May-2017 04:00:00',8.11,0.0,92.90,0.252,0.00,1.02
'11-May-2017 05:00:00',7.36,0.0,93.03,0.019,0.00,0.96
'11-May-2017 06:00:00',7.39,0.0,93.40,0.851,0.00,0.97
'11-May-2017 07:00:00',7.43,0.0,91.58,0.990,0.02,0.95
'11-May-2017 08:00:00',6.94,0.0,91.98,0.030,9.01,0.92
'11-May-2017 09:00:00',7.89,0.0,90.33,1.376,65.19,0.98
'11-May-2017 10:00:00',9.65,0.0,85.20,0.506,113.54,1.06
'11-May-2017 11:00:00',11.98,0.0,79.95,0.544,171.19,1.22
'11-May-2017 12:00:00',13.44,0.0,75.43,0.922,232.84,1.32
'11-May-2017 13:00:00',15.09,0.0,67.80,0.343,306.21,1.42
'11-May-2017 14:00:00',15.39,0.0,67.54,0.454,206.66,1.45
'11-May-2017 15:00:00',15.16,0.0,67.75,0.888,189.89,1.42
'11-May-2017 16:00:00',14.91,0.0,68.56,0.464,138.46,1.40
'11-May-2017 17:00:00',14.25,0.0,71.72,0.014,60.05,1.35
'11-May-2017 18:00:00',12.57,0.0,78.79,0.000,10.47,1.26
'11-May-2017 19:00:00',10.53,0.0,86.15,0.000,0.00,1.15
'11-May-2017 20:00:00',9.54,0.0,90.75,0.000,0.00,1.10
'11-May-2017 21:00:00',8.97,0.0,92.78,0.000,0.00,1.08
'11-May-2017 22:00:00',8.18,0.0,93.88,0.000,0.00,1.03
'11-May-2017 23:00:00',7.49,0.0,94.65,0.000,0.00,0.99
'12-May-2017 00:00:00',7.28,0.0,95.08,0.000,0.00,0.98
'12-May-2017 01:00:00',6.66,0.0,95.28,0.000,0.00,0.94
'12-May-2017 02:00:00',6.22,0.0,95.53,0.000,0.00,0.91
'12-May-2017 03:00:00',6.68,0.0,95.75,0.000,0.00,0.94
'12-May-2017 04:00:00',6.23,0.0,95.70,0.000,0.00,0.91
'12-May-2017 05:00:00',5.53,0.0,95.78,0.000,0.00,0.87
'12-May-2017 06:00:00',4.82,0.0,95.83,0.000,0.00,0.82
'12-May-2017 07:00:00',5.03,0.0,96.03,0.000,0.00,0.84
'12-May-2017 08:00:00',5.27,0.0,95.93,0.172,5.06,0.85
'12-May-2017 09:00:00',5.37,0.0,94.98,0.136,40.32,0.85
'12-May-2017 10:00:00',8.49,0.0,86.83,0.550,69.51,1.01
'12-May-2017 11:00:00',13.43,0.0,65.02,1.984,286.74,1.23
'12-May-2017 12:00:00',16.72,0.0,53.19,1.844,373.14,1.47
'12-May-2017 13:00:00',17.99,0.0,48.23,1.312,406.44,1.58
'12-May-2017 14:00:00',18.12,0.2,47.58,0.817,360.95,1.58
'12-May-2017 15:00:00',17.98,0.0,50.88,0.632,280.79,1.59
'12-May-2017 16:00:00',17.50,0.0,57.50,0.770,215.00,1.60
'12-May-2017 17:00:00',15.79,0.0,66.04,0.466,49.59,1.47
'12-May-2017 18:00:00',14.33,0.0,77.60,0.014,7.63,1.43
'12-May-2017 19:00:00',12.92,0.0,85.78,0.000,0.01,1.36
'12-May-2017 20:00:00',13.44,0.0,85.28,0.106,0.00,1.40
'12-May-2017 21:00:00',13.36,0.0,84.93,0.008,0.00,1.39
'12-May-2017 22:00:00',12.56,0.0,89.55,0.044,0.00,1.36
'12-May-2017 23:00:00',12.34,0.0,82.79,0.299,0.00,1.28
'13-May-2017 00:00:00',11.88,0.0,82.30,0.000,0.00,1.23
'13-May-2017 01:00:00',11.79,0.0,82.95,0.000,0.00,1.22
'13-May-2017 02:00:00',11.67,0.0,81.55,0.000,0.00,1.20
'13-May-2017 03:00:00',11.11,0.0,81.70,0.000,0.00,1.14
'13-May-2017 04:00:00',10.13,0.0,85.13,0.000,0.00,1.10
'13-May-2017 05:00:00',9.18,0.0,89.10,0.000,0.00,1.06
'13-May-2017 06:00:00',9.01,0.0,91.60,0.000,0.00,1.07
'13-May-2017 07:00:00',8.62,0.0,91.95,0.000,0.00,1.04
'13-May-2017 08:00:00',7.73,0.0,93.20,0.000,4.27,0.99
'13-May-2017 09:00:00',8.31,0.0,93.80,0.021,40.34,1.04
'13-May-2017 10:00:00',11.99,0.0,78.04,0.038,71.43,1.22
'13-May-2017 11:00:00',13.95,0.0,67.51,0.465,269.26,1.29
'13-May-2017 12:00:00',15.11,0.0,60.27,0.558,387.20,1.34
'13-May-2017 13:00:00',15.52,0.2,60.35,0.387,245.31,1.40
'13-May-2017 14:00:00',15.67,0.0,61.26,0.843,375.74,1.42
'13-May-2017 15:00:00',14.86,0.0,65.58,1.850,159.63,1.37
'13-May-2017 16:00:00',14.65,0.0,65.11,1.831,211.41,1.34
'13-May-2017 17:00:00',13.67,0.0,67.66,1.459,51.84,1.25
'13-May-2017 18:00:00',12.71,0.0,68.60,0.938,7.12,1.17
'13-May-2017 19:00:00',10.14,0.0,79.19,0.000,0.00,1.05
'13-May-2017 20:00:00',9.10,0.0,85.28,0.000,0.00,1.02
'13-May-2017 21:00:00',8.25,0.0,89.78,0.000,0.00,1.00
'13-May-2017 22:00:00',8.31,0.0,91.50,0.000,0.00,1.01
'13-May-2017 23:00:00',7.39,0.0,93.10,0.000,0.00,0.97
'14-May-2017 00:00:00',7.04,0.0,94.15,0.000,0.00,0.95
'14-May-2017 01:00:00',6.49,0.0,94.58,0.000,0.00,0.92
'14-May-2017 02:00:00',6.41,0.0,95.05,0.000,0.00,0.92
'14-May-2017 03:00:00',6.24,0.0,94.85,0.000,0.00,0.90
'14-May-2017 04:00:00',5.76,0.0,95.05,0.000,0.00,0.87
'14-May-2017 05:00:00',5.64,0.0,95.35,0.000,0.00,0.87
'14-May-2017 06:00:00',5.64,0.0,95.43,0.000,0.00,0.87
'14-May-2017 07:00:00',5.48,0.0,95.45,0.002,0.00,0.86
'14-May-2017 08:00:00',5.49,0.0,95.75,0.074,4.31,0.86
'14-May-2017 09:00:00',6.10,0.0,96.00,0.000,36.99,0.91
'14-May-2017 10:00:00',7.67,0.0,96.10,0.011,67.89,1.01
'14-May-2017 11:00:00',10.72,0.0,88.23,0.353,277.14,1.20
'14-May-2017 12:00:00',13.50,0.0,75.36,0.952,316.01,1.32
'14-May-2017 13:00:00',14.30,0.0,73.24,1.053,215.40,1.38
'14-May-2017 14:00:00',15.41,0.0,69.66,0.855,262.51,1.47
'14-May-2017 15:00:00',15.69,0.0,66.52,1.980,169.28,1.46
'14-May-2017 16:00:00',15.52,0.0,66.20,2.698,117.94,1.44
'14-May-2017 17:00:00',15.24,0.0,67.25,2.885,29.08,1.41
'14-May-2017 18:00:00',14.31,0.0,74.07,1.688,4.19,1.39
'14-May-2017 19:00:00',13.88,0.0,74.20,1.123,0.00,1.34
'14-May-2017 20:00:00',13.31,0.0,76.96,0.659,0.00,1.30
'14-May-2017 21:00:00',12.26,0.0,81.24,0.024,0.00,1.25
'14-May-2017 22:00:00',10.99,0.0,86.60,0.024,0.00,1.19
'14-May-2017 23:00:00',10.61,0.0,88.28,0.060,0.00,1.17
'15-May-2017 00:00:00',10.12,0.0,88.73,0.017,0.00,1.13
'15-May-2017 01:00:00',9.74,0.0,89.60,0.211,0.00,1.11
'15-May-2017 02:00:00',9.31,0.0,90.98,0.449,0.00,1.09
'15-May-2017 03:00:00',9.19,0.0,91.30,0.469,0.00,1.08
'15-May-2017 04:00:00',9.22,0.0,91.23,0.140,0.00,1.08
'15-May-2017 05:00:00',8.78,0.0,92.83,0.164,0.00,1.06
'15-May-2017 06:00:00',8.47,0.0,93.23,0.053,0.00,1.04
'15-May-2017 07:00:00',7.10,0.0,93.45,0.268,0.00,0.95
'15-May-2017 08:00:00',6.13,0.0,93.78,0.061,4.94,0.89
'15-May-2017 09:00:00',7.03,0.0,94.83,0.132,45.70,0.96
'15-May-2017 10:00:00',8.82,0.0,95.48,0.046,99.19,1.09
'15-May-2017 11:00:00',10.39,0.0,94.30,0.465,165.91,1.21
'15-May-2017 12:00:00',12.75,0.0,87.35,0.982,271.38,1.37
'15-May-2017 13:00:00',15.11,0.0,74.74,1.066,329.08,1.48
'15-May-2017 14:00:00',16.75,0.0,67.15,1.442,311.36,1.61
'15-May-2017 15:00:00',16.80,0.0,66.27,2.819,283.98,1.60
'15-May-2017 16:00:00',16.44,0.0,68.62,2.084,148.06,1.57
'15-May-2017 17:00:00',15.53,0.0,71.51,1.587,28.96,1.49
'15-May-2017 18:00:00',14.82,0.0,71.54,1.251,6.69,1.41
'15-May-2017 19:00:00',13.44,0.0,74.21,0.594,0.00,1.29
'15-May-2017 20:00:00',12.54,0.0,76.48,0.472,0.00,1.23
'15-May-2017 21:00:00',11.59,0.0,80.49,0.357,0.00,1.18
'15-May-2017 22:00:00',10.79,0.0,84.10,0.108,0.00,1.14
'15-May-2017 23:00:00',9.52,0.0,89.33,0.074,0.00,1.09
'16-May-2017 00:00:00',9.25,0.0,91.50,0.169,0.00,1.09
'16-May-2017 01:00:00',9.15,0.0,91.48,0.004,0.00,1.08
'16-May-2017 02:00:00',8.29,0.0,92.28,0.007,0.00,1.02
'16-May-2017 03:00:00',7.58,0.0,93.43,0.000,0.00,0.98
'16-May-2017 04:00:00',8.03,0.0,94.95,0.030,0.00,1.03
'16-May-2017 05:00:00',7.50,0.0,95.43,0.007,0.00,0.99
'16-May-2017 06:00:00',7.26,0.0,95.83,0.311,0.00,0.98
'16-May-2017 07:00:00',6.54,0.0,96.05,0.962,0.00,0.94
'16-May-2017 08:00:00',6.10,0.0,96.28,0.268,4.54,0.91
'16-May-2017 09:00:00',6.77,0.0,96.45,0.401,37.40,0.95
'16-May-2017 10:00:00',7.23,0.0,96.58,0.668,82.06,0.99
'16-May-2017 11:00:00',8.33,0.0,96.68,0.438,122.58,1.07
'16-May-2017 12:00:00',9.72,0.0,95.93,0.279,310.98,1.17
'16-May-2017 13:00:00',12.94,0.0,79.79,0.298,407.91,1.32
'16-May-2017 14:00:00',15.84,0.2,63.18,0.491,428.60,1.46
'16-May-2017 15:00:00',16.77,0.0,57.90,0.360,237.70,1.51
'16-May-2017 16:00:00',16.96,0.0,57.94,0.169,185.18,1.54
'16-May-2017 17:00:00',15.79,0.0,67.53,0.117,44.30,1.49
'16-May-2017 18:00:00',13.93,0.0,77.26,0.000,5.47,1.37
'16-May-2017 19:00:00',13.08,0.0,77.88,0.003,0.00,1.29
'16-May-2017 20:00:00',12.66,0.0,81.58,0.004,0.00,1.29
'16-May-2017 21:00:00',12.13,0.0,85.10,0.006,0.00,1.27
'16-May-2017 22:00:00',11.12,0.0,88.50,0.000,0.00,1.22
'16-May-2017 23:00:00',11.01,0.0,88.65,0.001,0.00,1.21
'17-May-2017 00:00:00',10.41,0.0,88.85,0.000,0.00,1.16
'17-May-2017 01:00:00',9.90,0.0,91.78,0.000,0.00,1.14
'17-May-2017 02:00:00',10.03,0.0,91.98,0.012,0.00,1.16
'17-May-2017 03:00:00',10.80,0.0,86.43,0.094,0.00,1.17
'17-May-2017 04:00:00',10.97,0.0,85.30,0.050,0.00,1.17
'17-May-2017 05:00:00',10.77,0.0,88.43,0.000,0.00,1.18
'17-May-2017 06:00:00',10.44,0.0,92.18,0.021,0.00,1.19
'17-May-2017 07:00:00',10.41,0.0,91.18,0.181,0.00,1.18
'17-May-2017 08:00:00',10.42,0.0,90.75,0.009,2.45,1.18
'17-May-2017 09:00:00',11.30,0.0,85.33,0.001,23.72,1.20
'17-May-2017 10:00:00',12.30,0.0,83.73,0.050,44.33,1.28
'17-May-2017 11:00:00',13.41,0.0,78.88,0.138,95.16,1.35
'17-May-2017 12:00:00',14.93,0.0,73.75,0.329,162.96,1.46
'17-May-2017 13:00:00',16.41,0.0,61.84,1.005,180.49,1.52
'17-May-2017 14:00:00',17.68,0.2,53.41,1.713,258.36,1.59
'17-May-2017 15:00:00',17.64,0.0,56.70,0.269,103.51,1.60
'17-May-2017 16:00:00',17.15,0.0,56.08,0.163,44.18,1.54
'17-May-2017 17:00:00',16.61,0.0,60.84,0.324,21.56,1.51
'17-May-2017 18:00:00',15.62,0.0,70.28,0.270,2.22,1.50
'17-May-2017 19:00:00',14.61,0.0,75.76,0.071,0.00,1.43
'17-May-2017 20:00:00',14.30,0.0,78.65,0.025,0.00,1.43
'17-May-2017 21:00:00',14.36,0.0,75.62,0.009,0.00,1.41
'17-May-2017 22:00:00',13.81,0.0,76.60,0.133,0.00,1.35
'17-May-2017 23:00:00',13.64,0.0,75.71,0.225,0.00,1.33
'18-May-2017 00:00:00',13.49,0.0,75.51,0.448,0.00,1.31
'18-May-2017 01:00:00',12.62,0.0,80.55,0.075,0.00,1.27
'18-May-2017 02:00:00',12.25,0.0,82.65,0.592,0.00,1.26
'18-May-2017 03:00:00',12.29,0.0,81.98,0.592,0.00,1.26
'18-May-2017 04:00:00',12.01,0.0,83.60,0.402,0.00,1.24
'18-May-2017 05:00:00',11.59,0.0,85.63,0.003,0.00,1.23
'18-May-2017 06:00:00',10.94,0.0,88.58,0.001,0.00,1.20
'18-May-2017 07:00:00',10.05,0.0,91.40,0.000,0.00,1.15
'18-May-2017 08:00:00',9.69,0.0,93.55,0.000,2.47,1.14
'18-May-2017 09:00:00',10.50,0.0,92.30,0.002,37.46,1.20
'18-May-2017 10:00:00',13.04,0.0,78.01,0.134,61.08,1.31
'18-May-2017 11:00:00',15.22,0.0,68.03,0.740,253.96,1.43
'18-May-2017 12:00:00',17.10,0.0,61.66,0.907,332.65,1.59
'18-May-2017 13:00:00',18.10,0.0,60.27,1.432,403.88,1.70
'18-May-2017 14:00:00',19.79,0.0,52.13,1.002,368.95,1.86
'18-May-2017 15:00:00',20.48,0.0,49.37,1.290,364.16,1.92
'18-May-2017 16:00:00',19.60,0.0,50.66,0.987,152.81,1.80
'18-May-2017 17:00:00',18.35,0.0,51.72,1.025,59.43,1.64
'18-May-2017 18:00:00',17.23,0.0,55.15,1.140,5.71,1.53
'18-May-2017 19:00:00',16.46,0.0,63.10,0.878,0.00,1.51
'18-May-2017 20:00:00',15.85,0.0,69.60,0.841,0.00,1.51
'18-May-2017 21:00:00',15.17,0.0,74.68,1.290,0.00,1.48
'18-May-2017 22:00:00',14.74,0.0,75.97,1.537,0.00,1.44
'18-May-2017 23:00:00',14.35,0.0,76.56,0.982,0.00,1.41
'19-May-2017 00:00:00',14.32,0.0,74.51,0.795,0.00,1.38
'19-May-2017 01:00:00',14.54,0.0,73.11,0.514,0.00,1.39
'19-May-2017 02:00:00',14.34,0.0,77.96,0.291,0.00,1.42
'19-May-2017 03:00:00',14.18,0.0,81.18,0.611,0.00,1.44
'19-May-2017 04:00:00',14.11,0.0,83.63,1.025,0.00,1.45
'19-May-2017 05:00:00',13.89,0.0,85.00,0.958,0.00,1.44
